jugador,nacionalidad,posicion,equipo,competicion,edad,año_nacimiento,partidos_jugados,partidos_titular,minutos,partidos_completos_90,goles,asistencias,goles_asistencias,goles_sin_penalti,penales_anotados,penales_intentados,tarjetas_amarillas,tarjetas_rojas,xg,npxg,xg_asistencias,npxg_xg_asistencias,conducciones_progresivas,pases_progresivos,pases_progresivos_recibidos,goles_por90,asistencias_por90,goles_asistencias_por90,goles_penalti_por90,goles_asistencias_penalti_por90,xg_por90,xg_asistencias_por90,xg_xg_asistencias_por90,npxg_por90,npxg_xg_asistencias_por90,season,tiros,tiros_a_puerta,porc_tiros_a_puerta,tiros_por90,tiros_a_puerta_por90,goles_por_tiro,goles_por_tiro_a_puerta,dist_media_tiro,tiros_libres,npxg_por_tiro,xg_neto,npxg_neto,pases_completados,pases,porc_precision_pase,dist_total_pases,dist_progresiva_pases,pases_cortos_completados,pases_cortos,porc_precision_pase_corto,pases_medios_completados,pases_medios,porc_precision_pase_medio,pases_largos_completados,pases_largos,porc_precision_pase_largo,xa_modelado,xg_asistencias_neto,tiros_asistidos,pases_tercio_final,pases_area,centros_area,pases_en_juego,pases_balon_parado,pases_tiro_libre,pases_al_hueco,cambios_de_juego,centros,saques_de_banda,saques_de_esquina,esquinas_hacia_adentro,esquinas_hacia_fuera,esquinas_rectas,pases_fuera_de_juego,pases_bloqueados,doble_amarilla,faltas_cometidas,faltas_recibidas,fueras_de_juego,intercepciones,entradas_ganadas,penaltis_ganados,penaltis_concedidos,autogoles,recuperaciones,duelos_aereos_ganados,duelos_aereos_perdidos,porc_duelos_aereos_ganados,entradas,entradas_tercio_defensivo,entradas_tercio_medio,entradas_tercio_ofensivo,regates_parados,regates_enfrentados,porc_regates_parados,regates_no_parados,bloqueos,tiros_bloqueados,entradas_mas_intercepciones,despejes,errores,toques,toques_area_propia,toques_tercio_defensivo,toques_tercio_medio,toques_tercio_ofensivo,toques_area_rival,toques_en_juego,regates_intentados,regates_exitosos,porc_regates_exitosos,regates_no_exitosos,porc_regates_no_exitosos,conducciones,distancia_conducciones,distancia_conducciones_progresivas,conducciones_tercio_final,conducciones_area,malos_controles,perdidas,pases_recibidos,stint_id
Nathan Collins,IRL,DF,Brentford,Premier League,0.0,2001.0,3,3,270.0,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,6,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,2025-2026,1,0,0.0,0.33,0.0,0.0,0.0,8.7,0,0.02,0.0,0.0,96,107,89.7,2041,781,21,22,95.5,61,62,98.4,14,21,66.7,0.0,0.0,0,6,1,0,103,3,3,0,0,0,0,0,0,0,0,1,0,0,3,4,0,3,1,1,0,0,15,6,4,60.0,2,2,0,0,1,1,100.0,0,2,1,5,23,0,145,31,103,38,5,4,145,0,0,0.0,0,0.0,78,373,212,1,1,1,1,78,12fba283b8eaebcf4fcd83ca3a269f00
Josh Cullen,IRL,MF,Burnley,Premier League,0.0,1996.0,3,3,270.0,3.0,1,1,2,1,0,0,0,0,0.1,0.1,0.7,0.8,2,13,1,0.33,0.33,0.67,0.33,0.67,0.03,0.25,0.28,0.03,0.28,2025-2026,1,1,100.0,0.33,0.33,1.0,1.0,17.4,0,0.08,0.9,0.9,116,152,76.3,1981,667,61,67,91.0,36,51,70.6,16,26,61.5,0.5,0.3,6,17,1,0,138,13,11,2,0,3,0,2,0,0,0,1,1,0,1,3,0,3,3,0,0,1,13,3,4,42.9,6,3,3,0,1,6,16.7,5,3,3,9,8,0,179,9,37,113,30,3,179,1,0,0.0,0,0.0,76,199,51,2,1,2,2,101,2871e66906b6f698fe23204e7014f01f
Tyler Adams,USA,MF,Bournemouth,Premier League,0.0,1999.0,3,3,266.0,3.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,8,2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,2025-2026,2,2,100.0,0.68,0.68,0.0,0.0,19.1,0,0.03,-0.1,-0.1,93,117,79.5,1725,383,35,38,92.1,50,56,89.3,8,13,61.5,0.1,0.0,0,10,0,0,112,5,5,0,0,0,0,0,0,0,0,0,7,0,5,3,1,7,3,0,0,0,16,2,3,40.0,9,3,5,1,6,11,54.5,5,7,3,16,5,0,156,13,49,89,19,3,156,4,2,50.0,1,25.0,58,251,124,2,0,3,0,73,f37ee134fcbb0782147c2234a370765e
Benjamin André,FRA,MF,Lille,Ligue 1,0.0,1990.0,3,3,270.0,3.0,0,1,1,0,0,0,1,0,0.1,0.1,0.6,0.8,3,15,11,0.0,0.33,0.33,0.0,0.33,0.05,0.21,0.26,0.05,0.26,2025-2026,2,1,50.0,0.67,0.33,0.0,0.0,12.1,0,0.07,-0.1,-0.1,112,142,78.9,1938,525,47,56,83.9,45,54,83.3,13,16,81.3,0.4,0.4,4,10,3,0,130,11,11,1,2,1,0,0,0,0,0,1,5,0,4,1,0,5,4,0,0,0,18,9,3,75.0,7,4,3,0,3,5,60.0,2,6,2,12,5,0,174,4,36,97,43,9,174,3,1,33.3,2,66.7,86,334,170,3,0,0,7,108,6b8cd2f0456a7471b9f15f2da9cf0f6c
Elliot Anderson,ENG,MF,Nott'ham Forest,Premier League,0.0,2002.0,3,3,270.0,3.0,0,1,1,0,0,0,0,0,0.4,0.4,1.1,1.5,6,32,10,0.0,0.33,0.33,0.0,0.33,0.13,0.36,0.48,0.13,0.48,2025-2026,4,1,25.0,1.33,0.33,0.0,0.0,20.3,0,0.1,-0.4,-0.4,219,261,83.9,3945,1006,89,96,92.7,112,121,92.6,16,36,44.4,0.4,-0.1,5,29,5,1,232,29,7,1,2,20,2,15,10,4,0,0,1,0,2,4,1,1,8,0,0,0,18,7,5,58.3,12,3,4,5,6,12,50.0,6,4,0,13,3,0,296,1,41,173,86,8,296,9,3,33.3,5,55.6,161,896,539,4,1,3,7,207,0dacc4dcd35a5e0c5f38b623d0440d36
Neco Williams,WAL,DF,Nott'ham Forest,Premier League,0.0,2001.0,3,3,270.0,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.4,9,16,19,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12,2025-2026,1,0,0.0,0.33,0.0,0.0,0.0,17.3,0,0.03,0.0,0.0,150,191,78.5,2241,551,84,93,90.3,58,73,79.5,5,18,27.8,0.1,-0.3,2,13,1,1,159,32,4,0,0,15,28,0,0,0,0,0,4,0,3,6,1,4,5,0,0,0,13,5,1,83.3,8,4,3,1,3,6,50.0,3,3,1,12,2,0,222,3,41,112,72,8,222,4,2,50.0,1,25.0,116,593,375,10,2,3,4,142,089416fc6f46a1c27ef7f808a2e6738c
Bafodé Diakité,FRA,DF,Bournemouth,Premier League,0.0,2001.0,3,3,270.0,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,96,117,82.1,1824,490,31,33,93.9,58,65,89.2,7,16,43.8,0.0,0.0,1,4,0,0,110,7,7,0,1,0,0,0,0,0,0,0,1,0,1,1,0,2,5,0,0,0,14,6,9,40.0,5,4,1,0,3,3,100.0,0,2,0,7,19,0,154,14,67,84,3,1,154,0,0,0.0,0,0.0,49,220,118,1,0,3,0,76,5d536da1fdfbcfb4ccf6e9563d7f1f52
Dominik Szoboszlai,HUN,"DF,MF",Liverpool,Premier League,0.0,2000.0,3,3,270.0,3.0,1,0,1,1,0,0,0,0,0.1,0.1,0.2,0.3,5,15,6,0.33,0.0,0.33,0.33,0.33,0.04,0.07,0.11,0.04,0.11,2025-2026,4,2,50.0,1.33,0.67,0.25,0.5,25.3,1,0.03,0.9,0.9,168,196,85.7,3209,725,68,69,98.6,65,71,91.5,28,44,63.6,0.1,-0.2,3,20,2,1,170,25,5,1,2,5,18,1,1,0,0,1,1,0,4,1,0,1,7,0,0,0,14,1,0,100.0,7,5,1,1,5,8,62.5,3,4,0,8,12,1,226,10,66,116,44,4,226,3,1,33.3,1,33.3,137,616,289,6,1,2,1,155,7a77f49396d04ffdfc273b070272771a
Eric Dier,ENG,DF,Monaco,Ligue 1,0.0,1994.0,3,3,270.0,3.0,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,1,10,0,0.33,0.0,0.33,0.33,0.33,0.09,0.01,0.1,0.09,0.1,2025-2026,2,1,50.0,0.67,0.33,0.5,1.0,8.4,0,0.13,0.7,0.7,195,209,93.3,3763,1347,63,65,96.9,111,114,97.4,20,26,76.9,0.0,0.0,1,12,0,0,200,8,8,0,2,0,0,0,0,0,0,1,1,0,5,2,0,3,0,0,0,0,9,3,5,37.5,0,0,0,0,0,2,0.0,2,7,5,3,18,0,242,28,118,122,4,2,242,0,0,0.0,0,0.0,120,591,366,1,0,0,0,182,beb092726479fdb6710c934ddb997465
Max Kilman,ENG,DF,West Ham,Premier League,0.0,1997.0,3,3,270.0,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,9,1,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.07,0.06,0.07,2025-2026,1,0,0.0,0.33,0.0,0.0,0.0,4.8,0,0.19,-0.2,-0.2,143,153,93.5,2657,659,45,47,95.7,85,86,98.8,11,18,61.1,0.0,0.0,1,8,1,1,138,15,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,6,5,1,83.3,4,3,1,0,3,4,75.0,1,1,0,7,17,0,181,39,103,73,5,1,181,1,1,100.0,0,0.0,106,719,494,1,0,1,0,119,79078bece7495b5fe397e839e717120e
Luis Milla,ESP,MF,Getafe,La Liga,0.0,1994.0,3,3,269.0,3.0,0,2,2,0,0,0,0,0,0.1,0.1,0.5,0.6,4,10,3,0.0,0.67,0.67,0.0,0.67,0.03,0.16,0.19,0.03,0.19,2025-2026,2,0,0.0,0.67,0.0,0.0,0.0,27.6,1,0.05,-0.1,-0.1,103,122,84.4,1849,554,44,48,91.7,42,47,89.4,15,25,60.0,0.4,1.5,7,15,2,0,96,26,11,1,4,6,0,8,3,1,0,0,0,0,0,6,0,2,3,0,0,0,18,1,2,33.3,3,2,1,0,1,2,50.0,1,4,1,5,5,0,143,6,25,88,32,1,143,2,2,100.0,0,0.0,54,300,171,1,1,1,1,72,398f94ac948e5ebf5ad6625d7056cdfb
Nahuel Tenaglia,ARG,DF,Alavés,La Liga,0.0,1996.0,3,3,270.0,3.0,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0,11,1,0.33,0.0,0.33,0.33,0.33,0.09,0.0,0.09,0.09,0.09,2025-2026,2,1,50.0,0.67,0.33,0.5,1.0,16.8,0,0.13,0.7,0.7,104,127,81.9,2051,740,31,33,93.9,62,69,89.9,10,23,43.5,0.0,0.0,0,6,0,0,123,4,4,0,2,0,0,0,0,0,0,0,0,0,2,5,0,4,4,1,0,0,4,5,7,41.7,4,3,1,0,2,4,50.0,2,4,1,8,22,0,170,16,75,92,5,3,170,3,1,33.3,1,33.3,91,461,279,1,0,1,0,97,c2ac87f845b05b73618f3b32c71f460e
Kiernan Dewsbury-Hall,ENG,MF,Everton,Premier League,0.0,1998.0,3,3,270.0,3.0,1,1,2,1,0,0,2,0,0.1,0.1,1.4,1.5,5,16,8,0.33,0.33,0.67,0.33,0.67,0.02,0.47,0.48,0.02,0.48,2025-2026,1,1,100.0,0.33,0.33,1.0,1.0,14.3,0,0.06,0.9,0.9,94,114,82.5,1510,426,50,57,87.7,32,35,91.4,10,17,58.8,1.0,-0.4,8,11,10,2,101,13,9,2,0,11,0,3,3,0,0,0,1,0,6,7,0,1,2,0,1,0,9,2,4,33.3,3,1,2,0,0,0,0.0,0,2,0,4,2,0,139,3,21,63,56,3,139,4,3,75.0,0,0.0,74,370,188,5,1,7,2,90,565b714db49738d394bef1ebbaf8763f
El Hadji Malick Diouf,SEN,DF,West Ham,Premier League,0.0,2004.0,3,3,270.0,3.0,0,2,2,0,0,0,0,0,0.2,0.2,0.5,0.7,4,6,17,0.0,0.67,0.67,0.0,0.67,0.05,0.18,0.23,0.05,0.23,2025-2026,3,0,0.0,1.0,0.0,0.0,0.0,25.2,0,0.05,-0.2,-0.2,88,115,76.5,1269,423,58,65,89.2,24,32,75.0,4,12,33.3,0.2,1.5,4,3,4,2,95,20,0,1,0,9,19,1,0,1,0,0,2,0,2,2,0,0,1,0,0,0,8,4,3,57.1,1,1,0,0,1,2,50.0,1,2,1,1,14,1,149,11,53,45,51,4,149,6,1,16.7,5,83.3,65,290,130,5,1,4,3,87,fc9eff31badd312a24e5883f3fad1934
Noah Sadiki,COD,MF,Sunderland,Premier League,0.0,2004.0,3,3,270.0,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,105,128,82.0,1670,356,52,56,92.9,41,48,85.4,7,13,53.8,0.3,-0.1,2,6,2,0,121,6,1,2,0,2,4,0,0,0,0,1,2,0,4,1,0,4,3,0,0,0,4,0,2,0.0,6,1,2,3,4,5,80.0,1,6,0,10,4,0,156,4,34,78,45,2,156,1,0,0.0,1,100.0,101,501,204,6,0,4,2,107,80131f223cff2331b134ca58edaa48e6
Alexsandro Ribeiro,BRA,DF,Lille,Ligue 1,0.0,1999.0,3,3,270.0,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,6,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,2025-2026,2,1,50.0,0.67,0.33,0.0,0.0,10.7,0,0.03,-0.1,-0.1,192,218,88.1,4026,1302,41,46,89.1,134,141,95.0,17,26,65.4,0.0,0.0,0,6,0,0,203,15,9,0,2,0,0,0,0,0,0,0,3,0,4,2,0,7,3,0,0,0,18,9,4,69.2,4,2,1,1,2,3,66.7,1,0,0,11,21,0,259,29,132,122,7,5,259,2,2,100.0,0,0.0,167,781,345,0,0,5,0,175,3ed9e0bad2c7f219472b796a2f43eff9
Oriol Rey,ESP,MF,Levante,La Liga,0.0,1998.0,3,3,270.0,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,2025-2026,1,0,0.0,0.33,0.0,0.0,0.0,44.7,0,0.01,0.0,0.0,44,63,69.8,711,222,20,22,90.9,18,24,75.0,4,8,50.0,0.1,0.0,1,2,1,1,60,3,3,0,0,1,0,0,0,0,0,0,3,0,4,3,0,1,4,0,0,0,16,1,2,33.3,8,6,1,1,4,6,66.7,2,6,1,9,7,0,92,10,40,45,10,1,92,0,0,0.0,0,0.0,36,155,74,2,0,5,0,35,79cd3e82786e4b8c6379855cb2e94be4
Diego Rico,ESP,DF,Getafe,La Liga,0.0,1993.0,3,3,270.0,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,7,1,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,2025-2026,2,1,50.0,0.67,0.33,0.0,0.0,30.0,0,0.01,0.0,0.0,71,91,78.0,1375,681,28,29,96.6,32,38,84.2,10,21,47.6,0.1,-0.1,2,12,1,1,83,7,4,0,1,3,3,0,0,0,0,1,1,0,3,3,0,7,3,0,0,0,10,0,3,0.0,4,3,1,0,3,3,100.0,0,4,0,11,12,0,125,9,53,62,12,0,125,1,0,0.0,1,100.0,50,193,90,1,0,4,0,64,e6ff131aa19ceba85b05092aed8152df
Chidozie Awaziem,NGA,DF,Nantes,Ligue 1,0.0,1997.0,3,3,270.0,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,170,198,85.9,3449,1240,50,56,89.3,98,105,93.3,21,32,65.6,0.0,0.0,0,5,0,0,175,23,7,0,2,0,1,0,0,0,0,0,2,0,2,1,0,3,1,0,0,0,12,4,1,80.0,3,3,0,0,3,6,50.0,3,1,1,6,20,0,229,54,168,60,2,1,229,2,2,100.0,0,0.0,132,519,292,0,0,2,0,146,d668c9dd819cda8e1c5a3593bc646a98
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,0.0,1999.0,3,3,270.0,3.0,0,0,0,0,0,0,1,0,0.7,0.7,0.0,0.7,1,12,1,0.0,0.0,0.0,0.0,0.0,0.24,0.01,0.25,0.24,0.25,2025-2026,4,2,50.0,1.33,0.67,0.0,0.0,7.6,0,0.18,-0.7,-0.7,225,238,94.5,3815,1283,95,98,96.9,119,121,98.3,9,17,52.9,0.1,0.0,1,17,1,0,224,14,6,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,8,7,5,58.3,7,3,3,1,4,5,80.0,1,5,2,7,15,0,269,27,111,147,12,4,269,2,2,100.0,0,0.0,177,759,496,0,0,1,0,205,588e9a1bea916e337e505329e214fa34
Chris Richards,USA,DF,Crystal Palace,Premier League,0.0,2000.0,3,3,270.0,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,6,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,2025-2026,1,0,0.0,0.33,0.0,0.0,0.0,11.7,0,0.08,-0.1,-0.1,79,98,80.6,1515,537,25,30,83.3,49,55,89.1,5,11,45.5,0.1,0.0,0,3,0,0,92,6,1,0,2,0,5,0,0,0,0,0,1,0,2,0,0,3,5,0,0,0,3,8,1,88.9,7,3,3,1,4,4,100.0,0,6,4,10,16,0,136,24,64,62,10,1,136,0,0,0.0,0,0.0,57,292,155,1,0,0,0,74,66ce33537c1b3e424df76d4f840aa3a6
Kike Salas,ESP,DF,Sevilla,La Liga,0.0,2002.0,3,3,270.0,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,15,2,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,2025-2026,1,0,0.0,0.33,0.0,0.0,0.0,8.5,0,0.05,0.0,0.0,180,226,79.6,4018,1364,38,38,100.0,116,135,85.9,26,46,56.5,0.1,0.0,1,17,1,0,216,7,6,0,4,2,1,0,0,0,0,3,4,0,4,3,0,4,6,0,0,0,15,14,3,82.4,7,6,1,0,5,7,71.4,2,10,5,11,29,1,279,37,156,114,11,1,279,1,0,0.0,1,100.0,163,772,493,1,0,1,1,175,42ab11e09445a2c006f09c0ddb65c264
Valentino Livramento,ENG,DF,Newcastle Utd,Premier League,0.0,2002.0,3,3,270.0,3.0,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,6,11,20,0.0,0.33,0.33,0.0,0.33,0.0,0.07,0.07,0.0,0.07,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,129,154,83.8,2058,698,76,83,91.6,42,51,82.4,9,14,64.3,0.3,0.8,3,10,3,2,127,27,2,0,1,7,25,0,0,0,0,0,4,0,1,5,0,2,2,0,0,0,15,1,0,100.0,2,2,0,0,1,3,33.3,2,0,0,4,3,0,170,12,46,67,60,6,170,9,4,44.4,3,33.3,107,609,360,7,3,4,4,105,4dd118de2a97485012486515f975198d
Marcos Llorente,ESP,DF,Atlético Madrid,La Liga,0.0,1995.0,3,3,270.0,3.0,0,0,0,0,0,0,1,0,0.8,0.8,0.0,0.9,11,17,31,0.0,0.0,0.0,0.0,0.0,0.28,0.01,0.29,0.28,0.29,2025-2026,3,1,33.3,1.0,0.33,0.0,0.0,14.7,0,0.28,-0.8,-0.8,179,208,86.1,3107,889,77,83,92.8,80,88,90.9,19,28,67.9,0.3,0.0,2,16,6,0,189,19,1,0,1,6,18,0,0,0,0,0,5,0,6,1,1,1,4,0,0,0,12,1,0,100.0,7,4,2,1,5,9,55.6,4,1,0,8,6,0,238,4,68,109,63,10,238,3,1,33.3,2,66.7,133,696,331,3,2,3,1,163,2822926e4980424629489c5934893378
Gautier Lloris,FRA,DF,Le Havre,Ligue 1,0.0,1995.0,3,3,270.0,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,144,156,92.3,2981,725,30,32,93.8,107,111,96.4,6,11,54.5,0.0,0.0,0,4,0,0,151,5,2,0,1,0,0,0,0,0,0,0,0,0,4,1,0,6,2,0,0,1,8,8,4,66.7,5,4,0,1,3,3,100.0,0,2,1,11,18,0,193,34,93,93,7,1,193,0,0,0.0,0,0.0,102,578,300,0,0,0,1,128,aae521ad649bf3fb4a2902b6363d2b77
Abdulai Juma Bah,SLE,DF,Nice,Ligue 1,0.0,2006.0,3,3,270.0,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,10,0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,2025-2026,1,0,0.0,0.33,0.0,0.0,0.0,11.6,0,0.04,0.0,0.0,187,202,92.6,3261,1168,71,75,94.7,104,107,97.2,10,18,55.6,0.3,-0.2,1,9,0,0,189,13,8,0,0,0,1,0,0,0,0,0,0,0,6,0,0,2,2,0,0,0,17,11,3,78.6,4,2,2,0,0,0,0.0,0,5,2,6,14,0,230,26,97,128,6,4,230,2,2,100.0,0,0.0,145,740,344,1,0,1,0,146,445e9eb9d238af991d411f9b3291fb51
Adrien Thomasson,FRA,MF,Lens,Ligue 1,0.0,1993.0,3,3,270.0,3.0,1,0,1,1,0,0,1,0,0.8,0.8,1.0,1.8,1,15,11,0.33,0.0,0.33,0.33,0.33,0.28,0.33,0.61,0.28,0.61,2025-2026,5,2,40.0,1.67,0.67,0.2,0.5,18.6,1,0.17,0.2,0.2,140,183,76.5,2500,723,57,69,82.6,65,73,89.0,14,26,53.8,1.0,-1.0,11,2,3,0,154,27,10,1,1,21,2,15,8,5,0,2,9,0,1,3,0,4,0,0,0,0,22,1,3,25.0,1,0,1,0,1,4,25.0,3,4,1,5,3,0,216,8,40,95,83,15,216,6,3,50.0,1,16.7,104,376,117,0,0,4,3,129,708329fe7d454c3aa109de575ea4e222
Ollie Watkins,ENG,FW,Aston Villa,Premier League,0.0,1995.0,3,3,270.0,3.0,0,0,0,0,0,0,0,0,1.1,1.1,0.3,1.4,8,5,19,0.0,0.0,0.0,0.0,0.0,0.37,0.1,0.47,0.37,0.47,2025-2026,8,2,25.0,2.67,0.67,0.0,0.0,12.8,0,0.14,-1.1,-1.1,35,45,77.8,431,80,24,29,82.8,7,10,70.0,1,1,100.0,0.1,-0.3,3,2,0,0,44,1,0,0,0,1,0,0,0,0,0,0,2,0,1,5,2,1,1,0,0,0,6,2,8,20.0,2,0,0,2,0,0,0.0,0,1,0,3,1,0,70,1,6,24,42,15,70,6,4,66.7,1,16.7,47,293,152,2,5,4,4,55,bfc49779377275780fc4312e1e366112
Melvin Bard,FRA,DF,Nice,Ligue 1,0.0,2000.0,3,3,270.0,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7,7,24,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,2025-2026,3,1,33.3,1.0,0.33,0.0,0.0,28.5,0,0.03,-0.1,-0.1,119,152,78.3,1914,552,64,69,92.8,45,53,84.9,9,19,47.4,0.2,0.0,1,10,5,4,122,30,3,1,1,15,27,0,0,0,0,0,7,0,3,4,0,1,1,0,0,0,11,3,4,42.9,2,1,0,1,0,4,0.0,4,1,1,3,10,1,180,9,47,79,55,1,180,1,1,100.0,0,0.0,102,467,250,3,0,6,7,110,46fdcae1495556d61b716744fef94853
Calvin Bassey,NGA,DF,Fulham,Premier League,0.0,1999.0,3,3,270.0,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,3,1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,2025-2026,1,0,0.0,0.33,0.0,0.0,0.0,4.8,0,0.15,-0.2,-0.2,148,173,85.5,2404,871,70,79,88.6,66,72,91.7,9,15,60.0,0.0,0.0,0,8,1,0,148,25,6,0,2,2,15,0,0,0,0,0,3,0,3,3,0,0,1,0,1,0,14,4,3,57.1,4,4,0,0,3,8,37.5,5,0,0,4,9,1,189,17,102,75,13,1,189,5,3,60.0,1,20.0,129,557,249,2,0,0,4,132,75d5514bda6375b80007e5fa1058ba9a
Djené,TOG,DF,Getafe,La Liga,0.0,1991.0,3,3,270.0,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,67,79,84.8,1164,355,29,30,96.7,32,39,82.1,5,7,71.4,0.0,0.0,1,5,0,0,77,2,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,7,3,3,50.0,4,3,0,1,4,5,80.0,1,4,2,4,16,0,107,20,52,52,5,2,107,1,1,100.0,0,0.0,35,178,71,1,0,1,1,51,31a435188d73e386869b71beb2d1515a
Jonny Castro,ESP,DF,Alavés,La Liga,0.0,1994.0,3,3,270.0,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,5,19,3,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,2025-2026,1,0,0.0,0.33,0.0,0.0,0.0,13.3,0,0.06,-0.1,-0.1,177,199,88.9,2837,1271,85,93,91.4,79,84,94.0,10,16,62.5,0.1,-0.1,3,24,1,1,171,27,2,0,1,3,25,0,0,0,0,1,2,0,4,0,0,3,5,0,0,0,11,2,1,66.7,8,2,5,1,2,4,50.0,2,5,2,11,6,1,225,7,71,117,37,2,225,2,1,50.0,0,0.0,116,530,303,4,1,2,3,144,c00dab851ce62d4726b0fec23efcb23b
Tanner Tessmann,USA,MF,Lyon,Ligue 1,0.0,2001.0,3,3,270.0,3.0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,3,19,4,0.0,0.0,0.0,0.0,0.0,0.11,0.14,0.25,0.11,0.25,2025-2026,6,2,33.3,2.0,0.67,0.0,0.0,16.5,0,0.06,-0.3,-0.3,145,164,88.4,2475,834,80,85,94.1,52,57,91.2,9,15,60.0,0.5,-0.4,3,17,1,1,156,8,7,1,5,2,1,0,0,0,0,0,3,0,1,2,0,4,3,0,0,0,13,2,4,33.3,7,3,3,1,1,4,25.0,3,10,5,11,10,0,206,17,54,120,34,6,206,3,1,33.3,1,33.3,135,644,318,3,0,2,1,142,dc06e0946e4cfda6cacb230220e70400
Kenny Tete,NED,DF,Fulham,Premier League,0.0,1995.0,3,3,270.0,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,14,4,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,2025-2026,1,0,0.0,0.33,0.0,0.0,0.0,10.2,0,0.07,-0.1,-0.1,117,141,83.0,1908,841,62,67,92.5,39,46,84.8,13,21,61.9,0.4,-0.1,1,9,2,1,113,27,3,1,0,7,24,0,0,0,0,1,3,0,1,7,1,1,7,0,0,0,10,6,1,85.7,10,8,2,0,3,4,75.0,1,2,1,11,10,0,172,14,68,74,32,5,172,4,1,25.0,0,0.0,80,364,191,2,1,1,1,84,7dfd8ba48762fc59bc1938df0e64197a
