jugador,nacionalidad,posicion,equipo,competicion,edad,año_nacimiento,partidos_jugados,partidos_titular,minutos,partidos_completos_90,goles,asistencias,goles_asistencias,goles_sin_penalti,penales_anotados,penales_intentados,tarjetas_amarillas,tarjetas_rojas,xg,npxg,xg_asistencias,npxg_xg_asistencias,conducciones_progresivas,pases_progresivos,pases_progresivos_recibidos,goles_por90,asistencias_por90,goles_asistencias_por90,goles_penalti_por90,goles_asistencias_penalti_por90,xg_por90,xg_asistencias_por90,xg_xg_asistencias_por90,npxg_por90,npxg_xg_asistencias_por90,season,tiros,tiros_a_puerta,porc_tiros_a_puerta,tiros_por90,tiros_a_puerta_por90,goles_por_tiro,goles_por_tiro_a_puerta,dist_media_tiro,tiros_libres,npxg_por_tiro,xg_neto,npxg_neto,pases_completados,pases,porc_precision_pase,dist_total_pases,dist_progresiva_pases,pases_cortos_completados,pases_cortos,porc_precision_pase_corto,pases_medios_completados,pases_medios,porc_precision_pase_medio,pases_largos_completados,pases_largos,porc_precision_pase_largo,xa_modelado,xg_asistencias_neto,tiros_asistidos,pases_tercio_final,pases_area,centros_area,pases_en_juego,pases_balon_parado,pases_tiro_libre,pases_al_hueco,cambios_de_juego,centros,saques_de_banda,saques_de_esquina,esquinas_hacia_adentro,esquinas_hacia_fuera,esquinas_rectas,pases_fuera_de_juego,pases_bloqueados,doble_amarilla,faltas_cometidas,faltas_recibidas,fueras_de_juego,intercepciones,entradas_ganadas,penaltis_ganados,penaltis_concedidos,autogoles,recuperaciones,duelos_aereos_ganados,duelos_aereos_perdidos,porc_duelos_aereos_ganados,entradas,entradas_tercio_defensivo,entradas_tercio_medio,entradas_tercio_ofensivo,regates_parados,regates_enfrentados,porc_regates_parados,regates_no_parados,bloqueos,tiros_bloqueados,entradas_mas_intercepciones,despejes,errores,toques,toques_area_propia,toques_tercio_defensivo,toques_tercio_medio,toques_tercio_ofensivo,toques_area_rival,toques_en_juego,regates_intentados,regates_exitosos,porc_regates_exitosos,regates_no_exitosos,porc_regates_no_exitosos,conducciones,distancia_conducciones,distancia_conducciones_progresivas,conducciones_tercio_final,conducciones_area,malos_controles,perdidas,pases_recibidos,stint_id
Kristoffer Ajer,NOR,DF,Brentford,Premier League,0.0,1998.0,1,0,6.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,100.0,28,17,2,2,100.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,3,1,1,2,0,0,3,0,0,0.0,0,0.0,2,9,5,0,0,0,0,2,0307fd06f48be339730a75c45529c7b3
Ben Winterburn,ENG,MF,Bournemouth,Premier League,0.0,2004.0,1,0,7.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,1,1,0,0,2,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,e66fb2cd9ff506e8a1e8c3aa376cd962
Cedric Zesiger,SUI,DF,Augsburg,Bundesliga,0.0,1998.0,1,0,5.0,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,2,0.0,0,0,0,2,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,33.3,1,1,0,0,1,1,100.0,0,0,0,2,2,0,6,2,4,1,1,0,6,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,750b545df1bc8ddf0fd7c14a6529f828
Theo Bair,CAN,"MF,FW",Auxerre,Ligue 1,0.0,1999.0,2,0,10.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,4,75.0,41,10,1,1,100.0,2,2,100.0,0,0,0.0,0.0,0.0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,100.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,7,1,1,2,4,0,7,0,0,0.0,0,0.0,3,10,1,0,0,2,2,6,79604659388049fc0291c75c20819a72
Paris Brunner,GER,FW,Monaco,Ligue 1,0.0,2006.0,1,0,11.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,3,33.3,11,0,1,1,100.0,0,0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,0,2,2,0,4,0,0,0.0,0,0.0,2,41,39,0,0,0,0,3,91576c2bc13cdc1307169bb5360e7e2a
Ruben Kluivert,NED,"DF,FW",Lyon,Ligue 1,0.0,2001.0,2,0,6.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,9,100.0,133,23,5,5,100.0,4,4,100.0,0,0,0.0,0.0,0.0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,11,1,6,5,0,0,11,0,0,0.0,0,0.0,9,42,32,0,0,0,0,9,25bef2f8e908d455d7b1ebe8ab4aebfa
Josip Juranović,CRO,DF,Union Berlin,Bundesliga,0.0,1995.0,1,0,7.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,4,25.0,36,19,0,0,0.0,0,0,0.0,1,4,25.0,0.0,0.0,1,0,0,0,1,3,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,0,2,2,0,4,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,9025f250eda1680e7bfe03d3bf252eaa
Hassane Kamara,CIV,DF,Udinese,Serie A,0.0,1994.0,1,0,12.0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,2,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52,2025-2026,3,0,0.0,22.5,0.0,0.0,0.0,20.6,0,0.02,-0.1,-0.1,7,11,63.6,114,38,4,4,100.0,2,6,33.3,1,1,100.0,0.0,0.0,0,1,1,0,6,5,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,1,0,0,0,0,0.0,0,1,0,1,1,0,19,0,3,5,11,3,19,0,0,0.0,0,0.0,5,37,14,0,0,0,0,9,bbd3d090303e40b21c839783015a58e4
Florian Kainz,AUT,MF,Köln,Bundesliga,0.0,1992.0,1,0,11.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,7,71.4,114,63,2,2,100.0,2,2,100.0,1,3,33.3,0.0,0.0,0,1,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,1,0,1,0,0,0,0.0,0,1,0,1,2,0,11,2,5,5,1,0,11,0,0,0.0,0,0.0,6,35,30,0,0,0,0,6,9e09e4e27dcb6599e12d9db6593b7821
José Salinas,ESP,"FW,MF",Espanyol,La Liga,0.0,2000.0,2,0,13.0,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,5,40.0,29,26,1,2,50.0,1,2,50.0,0,0,0.0,0.0,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,0,4,2,0,0,5,0,0,0.0,0,0.0,2,4,4,0,0,0,0,1,68c8b8461da361579181bfa987b24b59
Mathis Saka,FRA,MF,Toulouse,Ligue 1,0.0,2006.0,1,0,8.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,5,40.0,38,21,0,2,0.0,2,3,66.7,0,0,0.0,0.0,0.0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,0,1,5,0,0,6,0,0,0.0,0,0.0,5,6,4,0,0,0,0,5,37e5e5bae8a646631519f4d85ab736c6
Osame Sahraoui,MAR,FW,Lille,Ligue 1,0.0,2001.0,1,0,6.0,0.1,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,0,1,4,15.0,0.0,15.0,15.0,15.0,1.47,0.0,1.47,1.47,1.47,2025-2026,2,1,50.0,30.0,15.0,0.5,1.0,16.6,0,0.05,0.9,0.9,3,6,50.0,49,24,1,1,100.0,2,2,100.0,0,0,0.0,0.2,0.0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,10,0,0,3,7,1,10,3,1,33.3,2,66.7,8,61,51,2,0,0,0,8,d80cbd602491dec2c2c618878451ff05
James Justin,ENG,DF,Leeds United,Premier League,0.0,1998.0,1,0,11.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,100.0,55,0,0,0,0.0,1,1,100.0,1,1,100.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,4,0,1,3,0,0,4,0,0,0.0,0,0.0,1,5,0,0,0,0,0,1,10858ab62a52c453ea43173bd2fbd3d8
Óscar Trejo,ARG,MF,Rayo Vallecano,La Liga,0.0,1988.0,1,0,9.0,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,11,81.8,111,16,4,5,80.0,3,3,100.0,0,0,0.0,0.0,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,12,0,0,8,4,1,12,0,0,0.0,0,0.0,7,59,40,1,0,1,0,10,273fc0112733570d5ca80e4f05a14795
Sam Byram,ENG,DF,Leeds United,Premier League,0.0,1993.0,1,0,8.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,100.0,12,0,1,1,100.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.0,0,0.0,1,3,1,0,0,0,0,1,cd137468a5e641e746e3cbb8299bd8fd
Aljoscha Kemlein,GER,MF,Union Berlin,Bundesliga,0.0,2004.0,1,0,9.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,6,83.3,97,41,3,3,100.0,1,1,100.0,1,2,50.0,0.0,0.0,1,2,0,0,4,2,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,6,0,0,5,2,0,6,0,0,0.0,0,0.0,3,37,31,0,0,0,1,4,eb7c50d3e4a7d998a1615012dbb63313
Philipp Treu,GER,MF,Freiburg,Bundesliga,0.0,2000.0,1,0,6.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,8,87.5,84,7,6,6,100.0,1,1,100.0,0,0,0.0,0.0,0.0,0,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,0,1,4,3,0,8,0,0,0.0,0,0.0,6,34,8,0,0,0,0,7,7ae4f51fb588957884b86f92bafa65d1
Axel Camblan,FRA,"FW,MF",Brest,Ligue 1,0.0,2003.0,1,0,12.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,0.0,0.57,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,3,100.0,38,0,2,2,100.0,1,1,100.0,0,0,0.0,0.0,-0.1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0.0,0,0.0,5,13,0,0,0,1,0,5,f181c94700867b2beb0792e2932dbe70
Zeki Çelik,TUR,DF,Roma,Serie A,0.0,1997.0,1,0,9.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,3,66.7,65,57,0,1,0.0,1,1,100.0,1,1,100.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,5,1,3,2,0,0,5,0,0,0.0,0,0.0,3,23,20,0,0,0,0,2,e9ebdd1fff04d59581cf582199a1ebbe
Adrian Benedyczak,POL,"MF,DF",Parma,Serie A,0.0,2000.0,1,0,11.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,3,33.3,10,0,1,1,100.0,0,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,50.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,5,0,0,3,2,1,5,0,0,0.0,0,0.0,1,4,0,0,0,0,0,3,50c24e18ace7815af3f21d9ee6b08166
Jonah Kusi-Asare,SWE,FW,Bayern Munich,Bundesliga,0.0,2007.0,1,0,5.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,2,1,1,0,1,0,2,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,031bda539c88463ea3303ea3680aa274
Carlos Benavídez,URU,MF,Alavés,La Liga,0.0,1998.0,1,0,10.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,5,80.0,42,0,4,5,80.0,0,0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,0,0,2,3,0,5,0,0,0.0,0,0.0,5,16,4,0,0,0,1,6,39a6b9f3ad47644c21fe6f739aeb20fc
Devyne Rensch,NED,"DF,MF",Roma,Serie A,0.0,2003.0,2,0,9.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,5,80.0,31,8,3,3,100.0,0,0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,50.0,1,0,1,0,1,1,100.0,0,0,0,1,2,0,8,1,5,3,1,0,8,0,0,0.0,0,0.0,4,31,22,1,0,1,0,4,7748bd4dd840baa0c87e32faca0c2119
Nouha Dicko,MLI,FW,Paris FC,Ligue 1,0.0,1992.0,2,0,7.0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.67,0.67,2025-2026,1,0,0.0,12.86,0.0,0.0,0.0,20.2,0,0.05,-0.1,-0.1,2,2,100.0,26,20,1,1,100.0,1,1,100.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0.0,0,0,0,1,0,0,4,0,0,2,2,0,4,0,0,0.0,0,0.0,3,31,27,2,0,0,0,3,fb42f9e0381a379f31638200e61809a6
Andy Diouf,FRA,MF,Inter,Serie A,0.0,2003.0,1,0,12.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,4,50.0,21,0,2,3,66.7,0,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,7,0,2,4,1,0,7,1,0,0.0,1,100.0,4,13,3,0,0,0,1,6,c35916dcb42783c4ff8eb84bb099aadc
Luis Henrique,BRA,DF,Inter,Serie A,0.0,2001.0,1,0,5.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,100.0,31,12,1,1,100.0,1,1,100.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0.0,0,0.0,1,40,26,0,0,0,0,2,a97cc2ee29bd16fc72b53fec1731261e
Derry Scherhant,GER,MF,Freiburg,Bundesliga,0.0,2002.0,1,0,10.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2,50.0,10,0,1,1,100.0,0,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,0,1,1,3,1,5,2,0,0.0,2,100.0,4,14,3,0,0,1,0,3,5d4f28bc65bfc9631770aa2c3f7cea3a
Crysencio Summerville,NED,FW,West Ham,Premier League,0.0,2001.0,1,0,9.0,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,2,1,2,0.0,10.0,10.0,0.0,10.0,0.0,0.67,0.67,0.0,0.67,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,5,100.0,82,48,4,4,100.0,0,0,0.0,1,1,100.0,0.0,0.9,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0.0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,7,1,3,3,3,1,7,1,0,0.0,0,0.0,4,84,70,1,1,0,0,3,a6d0fd4e61661ef8f8c5c14ff6c9d630
Alessandro Di Pardo,ITA,DF,Cagliari,Serie A,0.0,1999.0,1,0,8.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,100.0,16,12,0,0,0.0,1,1,100.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,3,2,2,1,0,0,3,0,0,0.0,0,0.0,1,0,0,0,0,0,0,1,986176121f990b65e61febd5d2954f9b
Sérigné Diop,SEN,FW,Brest,Ligue 1,0.0,2005.0,2,0,12.0,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.99,0.99,0.99,2025-2026,1,0,0.0,7.5,0.0,0.0,0.0,6.7,0,0.13,-0.1,-0.1,2,3,66.7,53,23,1,1,100.0,0,0,0.0,1,1,100.0,0.0,0.0,0,0,0,0,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,100.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,0,0,3,2,1,5,1,1,100.0,0,0.0,2,4,3,0,0,0,1,2,e9a950c81011b7e4fd015cae9aebba71
Juan Miranda,ESP,DF,Bologna,Serie A,0.0,2000.0,1,0,9.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,4,50.0,81,77,0,0,0.0,0,0,0.0,2,4,50.0,0.0,0.0,1,0,0,0,1,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,1,2,1,0,4,0,0,0.0,0,0.0,1,3,0,0,0,0,0,1,84c15c5370c58fb14de704273a61902d
Matias Moreno,ARG,DF,Levante,La Liga,0.0,2003.0,1,0,6.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,3,66.7,54,15,0,0,0.0,1,1,100.0,1,2,50.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,1,1,0,0,1,1,100.0,0,0,0,1,0,0,4,2,2,2,0,0,4,0,0,0.0,0,0.0,3,47,40,0,0,0,0,4,6872ef1dfeef601a884fff89777021bc
Unai Gómez,ESP,"MF,FW",Athletic Club,La Liga,0.0,2003.0,2,0,9.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,4,75.0,61,0,1,1,100.0,2,2,100.0,0,1,0.0,0.0,0.0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,0,0,3,2,0,5,1,0,0.0,1,100.0,2,16,7,0,0,0,1,4,03bf6f0d8874d68bfdb442381f394f89
Andrea Ghion,ITA,"FW,MF",Sassuolo,Serie A,0.0,2000.0,1,0,10.0,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,2,50.0,12,4,1,1,100.0,0,0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1,1,0,0,1,1,100.0,0,0,0,1,0,0,3,0,1,1,1,0,3,0,0,0.0,0,0.0,1,16,15,0,0,0,0,1,160447486600824362d825de0156e23e
